Name,Grade,Engagement,Socio-Economic Status,First Generation Student,LMS Interactions
Karen Hayden,35,High,High,False,41
Kevin Daniel,25,High,Medium,False,8
Martha Vega,69,Medium,Low,False,66
Jason Flynn,48,High,Medium,True,57
Reginald Gilbert,75,High,High,False,53
Rebecca Johnson,40,Medium,High,False,34
Paige Perez,89,Low,Low,True,43
Melissa West,27,Medium,High,False,34
Stephen Mclaughlin,30,Low,High,True,29
Andrew Collins,27,High,Low,False,42
Molly Hill,79,High,High,False,25
Thomas Williams,92,High,High,True,77
Brian Anderson,35,Medium,Medium,False,33
Michelle Phillips,63,Low,Medium,True,51
Eric Foster,15,High,Medium,True,60
Julia Guerra,19,Medium,High,True,44
Aaron Gilmore,10,High,Medium,False,84
Shannon Jones,4,Low,Medium,True,43
Christopher Knight,53,Low,Low,True,79
Traci Smith,47,High,High,False,53
Erika Colon,64,High,Medium,True,10
Shannon Lewis,99,Low,Medium,True,97
Cheryl Long,28,Medium,Low,False,19
Rachel Jones,15,Medium,High,True,60
Ricky Brooks,79,Medium,Medium,False,79
Philip Martinez,64,Medium,Low,True,72
Amanda Ortiz,83,High,Low,True,92
Kristina Dawson,46,Medium,Low,True,55
Richard Garcia,92,Low,High,True,48
Sarah Payne,20,Low,Low,True,84
Travis Hernandez,3,Low,Low,False,71
Douglas Reed,63,Medium,Medium,False,38
Samuel Berry,7,High,Medium,False,89
Cynthia Martinez,92,Low,High,False,23
Emily Patterson,65,Medium,High,True,76
Tyler Mcdonald,31,Medium,High,False,45
Jessica Anderson,67,Low,Medium,False,23
Gloria Mccullough,71,Medium,Low,False,70
Robert Ramirez,69,Medium,High,False,71
Andrew Fitzpatrick,69,Low,Medium,False,98
Victoria Smith,38,Medium,Medium,False,93
Susan Cortez,73,Low,High,False,13
Sarah Morgan,91,Medium,Low,False,63
Robert Dawson,25,Medium,High,False,67
Andrea Miller,63,High,High,False,91
Bryan Chandler,41,Medium,High,False,4
Linda Howard,84,Medium,Low,False,45
Christine Sullivan,34,Medium,Medium,True,33
Nicholas Baxter,50,High,Medium,True,91
Harold Robertson,80,Low,Medium,True,41
Jeffery Perez,73,Medium,High,True,3
Matthew Munoz,97,Medium,Low,True,23
Amy Bowen,95,High,Medium,True,19
Patricia Schultz,12,Low,Medium,True,70
George Whitaker,78,Medium,High,False,96
Richard Roberts,12,Medium,Low,True,38
Jeffrey Martinez,14,High,Medium,True,13
Kendra Estrada,30,Low,Medium,True,31
April Gray,4,Low,Medium,True,50
Carrie Norman,55,Low,Medium,True,18
Brian Burton,12,Medium,High,True,100
Lisa Hernandez,58,High,High,False,76
Roy Pratt,63,High,Medium,True,30
Mark Quinn,74,High,Medium,True,53
Mr. Cory Carroll,34,Medium,Medium,False,46
Sarah Morgan,81,Low,Low,True,60
Jennifer Lopez,91,Low,Medium,False,76
Theresa Brown,87,High,Medium,False,47
Valerie Garcia,52,Medium,High,True,25
Katie Watson,27,High,Medium,True,25
Mary Clark,7,Low,High,False,78
Brian Johnston,93,Medium,Medium,False,76
James White,28,Medium,High,False,51
Derrick Casey,82,Medium,Medium,True,23
Stephanie Torres,73,Medium,Low,True,38
Angela Carey,64,High,High,False,16
Kevin Osborne,81,High,Low,False,55
Stephen Webb,63,Medium,Medium,False,77
Amanda Wright,36,High,Medium,False,73
Jenna Torres,61,Low,Medium,True,30
Jacob Campbell,4,Low,High,False,38
Mary Mendoza,100,High,Low,False,100
Sandra Kim,80,High,Medium,False,75
James Hopkins,38,High,High,False,66
Sherri Trujillo,41,Medium,High,False,8
Deborah Ware,65,Medium,Low,True,22
Desiree Lynn,12,Low,High,True,71
Brian Simmons,45,High,Medium,False,12
Daniel Lawrence,38,Medium,Medium,True,18
Nicole Curry,69,Medium,Low,True,39
Gail James,51,Medium,Low,False,37
Kevin James,78,Medium,High,False,80
Nathan Kim,82,Medium,High,False,46
Daniel Williams,49,High,High,False,1
Kyle Martinez,25,High,Medium,True,42
Regina Keller,74,Low,High,False,95
Rodney Palmer,4,Medium,Medium,False,7
Clinton Davenport,1,High,Low,False,9
Zachary Hart,84,Medium,Low,True,78
Katherine Williams,80,High,High,False,70
Amy Hoffman,54,Low,Low,True,59
Daniel Martinez,39,High,Medium,True,71
Amanda Walsh,38,Medium,Medium,False,94
Courtney May,10,High,Low,True,32
Robert Hubbard,81,High,Low,True,48
Connor Williams,21,Low,Low,True,82
Danielle Williams,82,High,Medium,True,76
Emily Santos,1,High,High,False,88
Albert Harris,12,High,Low,True,90
Debbie Figueroa,23,Medium,Medium,False,99
Luis Green,19,Low,Medium,True,1
Tina Lee,25,Medium,Medium,True,8
Robert Nelson,15,Low,Low,False,28
Kimberly Smith,25,High,High,True,54
Dr. Wendy Baxter,69,High,Low,True,99
Nicholas Smith,16,Medium,Low,True,24
Anna Phillips,9,High,High,False,86
Thomas Frank,18,Medium,Medium,True,7
Rose Powell,86,Medium,High,False,46
Brian Smith,34,High,Medium,False,80
Charles Barton,74,Low,High,True,16
Stacey Roberts,73,High,High,False,82
Courtney Joyce,62,High,High,True,94
David Valdez,41,High,High,True,82
Gregory French,1,Medium,Medium,False,76
Sandra Houston,30,High,Low,False,68
Mary Whitehead,0,Medium,Medium,True,68
Steven Burton,33,Medium,High,True,85
Darius Martinez,99,Low,High,True,17
David Murphy,80,Medium,Low,True,51
Paul Williams DDS,29,Low,Medium,True,83
Veronica Glenn,1,High,High,True,4
Yvonne Cooper,69,High,High,True,61
Jamie Bell,33,High,High,True,10
Lauren Mckay,99,High,Medium,True,52
Mary Swanson,39,Medium,High,False,57
Teresa Russell,47,Medium,Medium,False,51
Jaime Hunter,22,Medium,Low,False,70
Regina Schultz,42,Medium,Medium,True,99
Aaron Perez,97,Medium,High,True,29
Crystal Pearson,55,High,Low,False,48
Mitchell Valencia,92,High,High,True,69
Robin Jones,91,High,Low,False,86
Larry Andrade,58,Low,Low,True,99
Gary Mckinney,64,Medium,High,True,3
Daniel Howell,94,Medium,Medium,False,35
Richard Davidson,87,Medium,Low,True,52
Amy Miller,65,High,Low,False,38
Mr. Michael Thomas,14,Low,Medium,False,31
Joshua Mosley,65,Low,High,False,30
Jordan Gonzalez,36,Low,Low,False,21
Hannah Palmer,54,Medium,High,False,84
David Berry,99,High,Low,True,98
Rachel Tucker,21,Low,Medium,True,91
Krystal Steele,4,Low,Low,False,84
William Campbell,85,Medium,Medium,True,70
Ashlee Henson,32,Low,High,False,59
Jessica Jones,20,High,Medium,True,59
Philip Singleton,30,Low,Medium,False,92
Heather Rivera,44,High,Medium,True,33
Haley Barrett,17,Low,Low,False,52
Cynthia Austin,82,Low,High,False,84
Eric Ramos,61,High,Medium,True,30
Amanda Harris,88,Medium,High,False,70
Walter Hernandez,91,Low,High,False,40
Holly Hamilton,80,High,Low,False,23
Valerie Robertson,63,High,Low,False,59
Mr. Andres Molina,36,Medium,Medium,True,67
Nathan Becker,69,Medium,Medium,True,26
James Hernandez,39,High,Low,True,69
Miss Crystal Gibson DVM,17,Medium,High,True,9
Steven Hopkins,87,High,Low,False,34
Christina Fisher,82,Medium,Low,False,0
Lauren Taylor,29,Low,High,True,94
Edward Jackson,74,Medium,Medium,True,5
Nicholas Cabrera,98,Low,Low,True,35
Xavier White,59,Medium,High,True,31
Dustin Brady,42,Low,Medium,True,67
Michelle Kim,24,Low,Medium,True,56
Courtney Harvey,53,Low,High,True,20
Katherine Ochoa,9,Medium,Medium,False,16
Gabrielle Johnson,89,High,Low,True,97
Dennis Whitney,70,Low,Medium,False,99
Donna Madden,14,Medium,High,True,20
Teresa Smith,58,Medium,High,False,34
Renee Richardson,83,Medium,Medium,True,5
Julie Alexander,41,Medium,High,True,63
Christopher Frye,20,High,Low,False,12
Karen Ramirez,54,Medium,Low,False,58
Richard Mitchell,45,Low,Low,True,91
Alan Thompson,73,Low,High,True,72
Katie Vasquez,95,High,Medium,True,86
Antonio Allen,73,Medium,Medium,True,15
Christopher Houston,90,High,Medium,False,8
Bobby Gutierrez,61,Low,Medium,True,18
Jamie Parks,98,Low,High,True,5
Corey Conner,21,Low,Low,True,3
Stephen Robinson,8,Low,High,False,48
Steven White,57,High,High,True,61
David Torres,12,High,Medium,True,97
Megan Nicholson,6,Medium,Medium,False,84
David Sullivan,89,Medium,Medium,True,85
Jeffrey Griffin,38,Medium,Low,True,87
Matthew Mcknight,46,Medium,Medium,True,92
Melissa Fields,70,Low,Low,False,32
Darren Young,82,High,Medium,False,72
Keith Miller,17,Medium,High,True,13
Shannon Morgan,96,Low,High,False,24
Andrew Beck,68,Low,High,False,9
Glen Lawson,70,Low,Low,True,29
Steve Rose,17,Low,Low,True,86
Samuel Kramer,17,Medium,Medium,False,85
Katherine Jones,11,Low,High,False,61
Ms. Rhonda Smith DVM,19,High,Low,False,15
Lawrence Rodriguez,56,Medium,Medium,False,32
Christopher Bartlett,73,Low,Medium,False,77
Kayla Carter,41,Low,Low,False,86
Dr. Barbara Ritter,91,Medium,High,True,37
Andre James,58,Medium,Medium,True,9
Christopher Anderson,92,High,Medium,True,46
Jacqueline Miranda,47,Medium,Medium,False,69
Kathryn Clark,39,Low,Medium,True,70
Tamara Howell,13,Low,Medium,False,1
Brandon Doyle,41,Medium,Low,False,57
Karen White,31,High,High,False,62
Charles Davis,37,Medium,Low,False,90
Mark Mccormick,42,Low,Low,False,9
Kimberly Johnson,34,Medium,Low,False,68
Savannah Cortez,5,Low,Medium,True,49
Michelle Stewart,13,High,Medium,False,47
Abigail Jackson,89,Low,Low,True,42
Kathy Brady,35,Medium,Medium,False,14
Megan Arellano,97,Low,High,True,10
Linda Le,58,Medium,High,False,2
Robert Chambers,44,High,High,False,81
Robert Andrews,75,Medium,Low,True,65
Amber Thomas,33,Low,Medium,True,85
Veronica Jones,79,Low,High,False,76
Dylan Bennett,32,Low,High,False,30
Richard Dawson,24,Low,Low,True,70
Chelsea Schultz,29,Low,Medium,True,29
William Glass,88,Medium,High,True,90
Karen Day,5,Low,Low,False,73
Darren Smith,23,Medium,High,True,83
Crystal Hunter,74,High,Medium,False,73
Carolyn Fischer,6,Medium,High,True,45
Gary Tran,49,Medium,High,True,10
Stephanie Thompson,20,High,Low,True,84
Rebecca Hill,39,Medium,High,True,75
Michele Carroll,53,Low,High,True,25
Kari Sanchez,90,Medium,High,True,71
Charles Garner,68,Low,Low,False,100
Chase Moses,9,Medium,Medium,True,50
Darlene Smith,80,Medium,High,False,55
Emily Jones,5,High,High,False,96
Barry Chapman,54,Medium,Medium,False,61
Don Martin,97,Medium,Low,True,3
Martha Price,40,High,Low,False,55
Steven Anthony,21,High,Low,False,82
Chad Arnold,26,High,Low,True,5
Jon Duncan,44,High,High,True,43
Sarah Callahan,75,Medium,High,False,47
Christina Price,98,Medium,Low,True,12
Brianna Roberts,50,High,Medium,True,56
Jennifer Vaughn,96,Medium,High,True,81
Sheri Hendrix,2,High,Medium,False,95
Sharon Lang,88,High,High,False,6
Casey Edwards,4,Low,Medium,False,12
Roy Bush,65,Low,Medium,False,41
Joel Meyers,33,Low,Low,True,70
Richard Washington,25,Medium,Low,True,72
Linda Mitchell,24,High,High,False,88
Ashley Griffin,89,Low,High,False,23
Patrick Morrison,52,Low,High,True,76
Bryan Anderson,77,Low,Low,False,91
Francisco Burke,85,High,High,False,81
Debra Woods,89,Low,Medium,True,12
Dana Maldonado,61,Low,Low,False,68
Dr. Arthur Rodriguez,36,Medium,High,True,58
Holly Hill,12,High,High,True,87
Logan Nguyen,88,Low,High,False,96
Justin Briggs,52,High,Medium,True,1
Anna Burke,62,Medium,Medium,True,67
Megan Ali,84,High,Medium,False,8
Kevin Jacobs,68,Low,Medium,True,7
Jeffrey Bush,4,Low,Medium,False,0
Andrew Stanton,70,High,High,True,22
Jordan Sullivan,41,High,Low,True,39
Kylie Wilson,88,High,High,True,98
William Bennett,87,Low,Medium,True,14
Brandon Watson,30,Medium,High,True,63
Angela Mason,1,Medium,Medium,True,71
Kevin Hurst,0,High,High,False,7
Lisa Berger,1,High,Medium,False,75
Kevin Davis,83,Low,Low,False,37
Bobby Owens,75,High,Medium,False,49
Alicia Evans,36,Low,Low,False,30
Richard Lopez,70,Medium,Low,True,75
Laura Oneal,35,Medium,Low,False,38
Tina Smith,22,High,Low,True,70
Bruce Rogers,51,High,Medium,True,24
Mr. Michael Thomas,31,High,High,True,65
Victoria Patterson,88,High,High,True,32
Jessica White,54,High,High,True,26
Stephanie Smith,29,Medium,High,True,99
Melody Galloway,33,Medium,Medium,False,54
Elizabeth Marquez,79,Medium,Low,True,94
Charles Oneal,68,Medium,High,False,42
Edwin Watson,57,High,Medium,False,63
Alex Rogers,44,Medium,Low,False,79
Christopher Green,88,Low,Low,True,82
Andre Wong,31,Medium,High,True,34
Bryan Davis,69,Low,Low,False,44
Richard Joyce,25,High,High,False,100
Matthew Miller,98,Medium,Low,True,17
Joseph Ramos,87,Low,Low,False,62
Matthew Mcdowell,17,High,Low,True,47
Amber Johnson,63,Low,Low,True,92
Lauren Barber,28,High,Low,True,45
Jacqueline Mccullough,19,Medium,Medium,False,11
Jose Knapp,92,High,High,False,62
Audrey Bell,20,High,High,False,4
Linda Holden,33,Medium,Medium,True,85
Gilbert Ingram,45,Low,High,True,31
James Merritt,11,Low,Low,False,84
Margaret White,83,High,High,True,65
Mary Johnson,81,High,Medium,False,81
Anthony Weaver,81,High,Low,True,6
John Smith,27,High,Low,False,99
John Carter,86,Medium,Medium,True,22
Bobby Sanchez,58,Medium,Medium,False,24
Natalie Brown,26,Medium,Medium,False,21
Alexander Valdez,1,Medium,Medium,True,70
Norma Mcmahon,0,High,High,True,32
Stacy Thomas,18,Medium,Low,False,22
Justin Palmer,64,High,Medium,False,53
Madison West,3,Low,High,False,96
Dr. Kristine Turner,17,Medium,Low,True,24
Lisa Alvarez,25,Low,Low,True,50
Jason Martin,81,High,Medium,False,85
Rhonda Young,39,Medium,Medium,False,80
Dr. Brian Murphy MD,20,High,Low,True,97
Shannon Calderon,0,Medium,Low,False,77
Tracey Phillips,53,High,High,True,93
Kelly Ellison,13,Low,High,False,30
Monique Price,71,High,Medium,True,26
Jonathan Thompson,37,Low,Low,False,35
Dylan Hunt,92,Low,Low,False,100
Jamie Howard,89,High,Low,True,49
Stuart Nguyen,17,High,Medium,False,33
William Wolf,68,Low,Medium,False,67
Gina Gill,29,High,Medium,False,83
Aaron George,87,High,Medium,True,3
Robert Harris,0,Low,Medium,False,76
Christopher Ortega,25,Low,High,False,86
Teresa Norton,64,High,High,False,87
Amy Haney,85,Low,Medium,True,88
Suzanne Harris,80,Medium,High,False,25
Christian Pratt,75,Medium,Low,False,93
Stephanie Hernandez,82,High,High,True,46
Joy Watson,87,Low,High,True,39
Brian Estrada,11,High,High,False,79
George Howell,16,Medium,Medium,False,23
Jennifer Brandt,18,Low,Low,False,94
Julian Kirby,68,High,High,True,13
Sarah Griffin,81,Medium,High,True,28
Dustin Patton,68,Low,High,False,61
Duane Frazier,29,High,High,True,38
William Yates,66,Medium,High,False,54
David Bradley,58,Low,Medium,False,3
Paige Delacruz,74,High,Medium,False,26
James Shaw,60,Medium,Medium,False,59
Robert Wilson,19,High,Low,True,77
Sean Rivera,43,Medium,Medium,False,38
Larry Riley,40,High,High,False,30
Michael Kennedy,86,Medium,Medium,True,67
Kyle Nash,72,High,High,True,1
Derrick Gonzalez,12,High,High,True,80
Amy Walsh,64,Medium,High,False,9
Beth Peters,9,High,High,True,73
Mitchell Conley,58,Medium,Medium,True,46
Robert Travis,2,High,Medium,True,41
Katherine Jones,58,Medium,High,True,43
April Taylor,82,High,High,True,64
David Sanchez,89,Medium,Low,True,66
Lori Thompson,85,Medium,Low,True,7
Matthew Moore,97,Medium,Low,True,96
Douglas Kaufman,73,Medium,Low,False,62
Anna Valdez,41,High,Medium,True,48
Shelia Hopkins,82,Medium,High,False,50
John Rodgers,33,Low,High,True,75
Tina Nichols,69,Medium,Medium,False,60
James Cole,40,Medium,Medium,True,63
John Young,44,Medium,High,True,56
Jennifer Ross,48,High,Low,True,10
Aaron Reilly,63,High,Low,False,86
Heather Nelson,100,Low,Medium,True,93
David Carter,30,High,Medium,True,22
Allison Guerrero,59,High,Low,True,85
Lori Duran,52,Medium,High,False,77
Nicole Bowen,25,High,Medium,True,90
William Garcia,14,Low,High,True,27
Billy Castro,61,Low,High,True,45
Lauren Guerra,61,Medium,High,False,99
Ernest Berger,84,Low,High,True,52
William Romero,18,High,Low,True,90
Joshua Hawkins,86,Low,Low,True,68
Virginia Reynolds,92,High,Medium,True,54
Leslie Hunter,3,Medium,Low,True,71
James Stephens,90,High,Low,True,93
Eric Hunter,54,High,Low,False,0
Colton Johnson,1,Low,High,True,45
Allison Solis,4,High,High,False,63
Victor Johnson,22,Medium,Medium,True,93
Todd Diaz,55,High,Medium,False,91
Juan Novak,9,Low,Medium,False,88
Grant Sanders,88,Low,Low,False,76
Brian Ware,95,Low,Low,False,92
Michael Miller,96,High,Medium,True,4
Joan Kim,6,Low,Medium,False,4
Ricky Johnson,37,Medium,Medium,True,11
Miss Brenda Gross MD,46,Low,Medium,True,81
Wayne Phillips,51,Low,High,False,34
Danielle Patrick,37,High,High,True,37
Kara Martinez,66,High,High,False,60
Ryan Madden,57,Medium,Low,True,47
Shawn Webb,2,Low,Low,False,88
Angel Newman,11,Medium,Medium,False,17
Judith Evans,27,High,Low,False,74
Kevin Hughes,32,High,Medium,False,60
Steven Diaz,16,Medium,Low,False,47
John Ward,84,Low,High,True,41
Andrea Fuller,32,Medium,Medium,False,18
Christopher Juarez,47,Medium,Medium,False,34
Mark Anderson,39,Medium,Low,True,36
Ashley Wheeler,91,High,Low,False,39
Bryan Sanchez,85,Low,High,True,56
Alexa Rocha,75,Low,Low,True,13
Brian Gonzalez,62,Low,Low,True,53
William Mack,26,Low,Low,False,83
Manuel Mitchell,8,High,Medium,True,34
Michael Rivera,8,High,Low,False,86
Jacqueline Morales,18,Medium,Medium,True,82
Theodore Strickland,48,High,High,True,52
Lauren Jones,29,Medium,Low,False,96
Kristen Dorsey,35,High,Medium,True,81
Anthony Smith,93,Medium,High,True,65
Teresa Thompson,58,Low,Low,False,7
Robert Gardner,11,Medium,Low,True,56
Lisa Howe,47,Medium,High,True,91
Amanda Hill,13,Medium,Medium,True,49
Patricia Erickson,72,High,Low,False,27
Tamara Escobar,0,Medium,Low,False,98
Carly Smith,16,High,High,False,8
Rebecca Thomas,83,High,Medium,True,69
Richard Williams,22,Low,Low,True,57
Tyler Gill,9,Medium,High,False,100
Justin James,34,Low,Low,True,41
Megan Thomas,3,Low,Low,False,50
Michael Robinson,12,Low,Low,False,34
Jonathan Shelton,94,High,High,False,97
Charles Brown,48,Low,Medium,False,53
William Gallegos,5,Medium,Medium,False,44
Jerry May,86,Low,Low,False,0
Angela Brown,18,High,Medium,True,65
Michael Garza DVM,91,Medium,Low,False,54
Seth Peterson,95,Medium,High,True,54
Tracy Wood,13,Medium,Medium,True,89
William Winters,17,Medium,Medium,False,88
Amanda Brown,95,High,Low,False,80
Christopher Mendoza,68,Medium,Low,True,98
Vernon Blankenship,3,Low,Low,False,68
Andrew Sims II,2,High,Low,True,20
Keith Shelton,2,High,Low,True,9
Hector Parker,90,Medium,Medium,False,88
Robert May,33,High,Low,True,22
Keith Mills,24,Medium,Low,False,98
Diane Fernandez,87,Medium,Low,True,18
Edwin George,57,Medium,High,True,30
Lori Jennings,20,Low,Medium,False,12
David Hughes,42,Medium,Low,True,35
Dr. Joseph Brown,1,Low,Medium,True,15
Danielle King,74,Medium,Low,False,70
Jessica Casey,83,Medium,Medium,True,91
Charles Ortiz,92,Low,Medium,False,46
Elizabeth Smith,17,High,High,True,4
Victoria Smith,69,High,High,True,46
Jose Smith,84,Low,Medium,False,34
Pamela Schmidt,49,Medium,High,False,88
Hector Goodwin,73,Low,Medium,False,96
Jessica Ortiz,88,High,High,True,65
Robert Barnes,18,Medium,Medium,False,25
Kyle Johnson,75,Medium,High,True,11
David Simon,9,High,High,True,40
Lauren Cruz,74,High,High,False,59
Todd Moore,34,Medium,High,True,35
Jacob Jackson,88,Medium,High,True,42
John Thompson,1,Low,Low,False,5
Jeanne Rodriguez,91,Low,Medium,True,75
Jeffrey Taylor,38,High,Medium,True,55
Andrew Blackburn,38,Medium,High,False,30
Todd Snyder,53,High,High,False,84
Matthew Barnes,34,Medium,Medium,True,42
Kelly Cooper,43,High,Low,False,54
Jennifer Chase,33,Low,Medium,True,32
Lisa Ibarra,46,Medium,Medium,False,17
Donald Hunter,25,Low,Low,True,32
Stacy Phillips,70,Low,High,False,16
Tara Miller,42,High,Medium,False,99
Nicole Roman,10,Low,Low,True,30
April Richardson,17,Medium,Medium,False,49
Kelly Gonzalez,40,Low,High,True,95
Sara Ellis,75,Medium,High,False,70
Dylan Lawrence,43,Medium,Medium,False,63
Brian Mcintosh,76,Medium,High,False,5
Jennifer Young,58,Medium,Low,True,81
Jose Schneider,60,Low,Medium,False,12
Steven Burton,97,Medium,Medium,True,49
Mary Barnett,11,High,Low,True,26
Sylvia Hansen,40,Low,Low,True,41
Beverly Schroeder,10,High,Medium,True,17
Derek Mcgee,26,High,Medium,False,96
Kevin Coleman,81,Low,Low,True,9
Jeffrey Mathis,9,Medium,Low,False,49
Philip Brown,86,High,Low,True,2
Audrey Carr,94,Low,Medium,True,78
Mackenzie Mitchell,23,Low,Medium,True,9
William Payne,83,Low,Medium,True,100
Lisa Henry,36,Low,Medium,True,32
Angela Miller,7,Medium,Low,True,17
Jessica Combs,85,Medium,High,False,14
Kevin Carr,17,Medium,Low,True,44
Kimberly Gonzalez,56,High,High,False,66
Jacob Bautista,56,Medium,Low,False,7
Juan Mclaughlin,93,Low,Medium,True,44
Jason Garcia,69,Low,Low,True,76
Jesus Foster,17,High,Low,True,90
Valerie Moore,29,High,High,False,63
Jason Anderson,54,High,Medium,True,44
Sara Price,63,Medium,High,False,44
Lauren Phillips,86,High,High,False,30
Julia Marshall,0,Medium,Medium,True,63
Isaac Ward,70,High,Medium,True,24
Jason Sutton,88,Medium,High,True,23
Zachary Morris,93,Medium,Low,False,29
Brandy Downs,98,Low,Low,True,82
Dawn Smith,54,Low,Low,False,36
George Baxter,44,Low,High,True,20
Jose Sullivan,74,Medium,Medium,True,40
Patrick Bryant,80,Low,Low,True,93
Jason Rodriguez,46,High,Medium,False,36
Mrs. Taylor Pierce,67,Low,High,True,24
Brooke Park,96,High,High,False,77
Michael Powers,75,Low,High,False,74
William Roberts,71,High,High,True,68
Joseph Ryan,31,Medium,High,True,27
Caitlin Silva,1,High,Medium,False,9
Michael Johnson,99,Low,Low,True,95
Cynthia Elliott,40,Low,Medium,True,35
Patrick Kirby,38,Medium,Medium,False,15
Edward Mcdaniel,12,Medium,Low,True,14
Christopher Ross,59,Medium,Medium,False,62
Adrian Harris,83,Low,High,True,67
Bradley Carlson,83,High,High,False,95
George Pena,75,Low,Low,True,70
Anna Burns,46,High,High,True,90
Gregory Hansen,53,Medium,Low,True,79
Ashley Adkins,46,High,Low,False,11
Lauren Mendez,91,Medium,Medium,True,5
Tracy Livingston,2,High,Low,False,89
Thomas Brown,82,Medium,High,False,83
Timothy Hernandez,72,High,High,False,21
Curtis Mullins,96,Low,Medium,True,31
Heather Bell,20,Low,Medium,True,32
Travis Lee,68,High,High,True,37
Bruce West,4,High,Medium,False,36
Matthew Thomas,65,High,High,True,29
David Hunt,58,Low,High,False,0
Kimberly Howard,25,Low,High,False,29
Richard Williams,29,Medium,High,False,63
Jean Morris,57,High,Medium,False,15
Bryan Lawson,84,Low,High,True,13
Stephen Murray,42,High,Low,True,11
Joshua Thomas,77,High,Medium,False,74
Nicole Williams,2,Low,Low,True,97
Pamela Alvarez DVM,38,Medium,Medium,False,4
Diana Rasmussen,93,Medium,Low,True,12
Alyssa Webb,71,High,Low,False,87
Tyler Watkins,77,Low,High,True,39
Sheila Powell,12,High,High,False,27
Martin Robinson,88,High,Medium,True,97
Mr. Fred Cook Jr.,92,Medium,Medium,True,9
Ashley Gonzalez,5,Low,High,False,50
Walter Thomas,25,High,Low,False,1
Brittany Young,76,High,Low,False,7
Jennifer Maddox,29,High,Low,True,78
Deborah Wilson,25,Medium,High,False,34
Kelly Davis,59,Low,Low,True,97
Abigail Gray,48,Low,Low,True,85
Kristen Olson,96,Medium,High,True,15
Cody Smith,25,High,High,True,84
Tony Morris,18,High,High,False,30
Anne Lawson,72,High,Medium,False,29
Marcus Peters,92,High,Medium,True,3
Anthony Dixon,37,High,Low,False,7
Paul Ball,7,Medium,High,True,19
Sharon Blankenship,98,Medium,Medium,True,38
Sarah Jones,3,Medium,High,False,92
Bradley Smith,70,Medium,Low,True,60
David Morrison,97,Low,Medium,True,65
Veronica Reyes,24,High,Medium,True,41
Julie Hill,85,Medium,High,False,66
Cody Flores,7,Medium,Medium,True,26
Andrea Davis,51,Low,Low,True,7
Tonya Martin,83,High,Low,False,12
Dawn Mcdonald,83,Medium,Low,True,33
Keith Baker,10,Low,High,True,53
James Todd,65,Medium,Medium,True,29
Jill Brown,59,Low,Medium,False,35
Katherine Luna,8,Low,Medium,False,82
Derrick Barrett MD,23,High,Medium,False,82
Jessica Welch,23,High,High,True,50
Richard Bailey,57,High,High,False,24
Alan Arellano,59,Low,Medium,True,28
Megan Tran,11,Medium,Low,True,41
Taylor Bautista,51,Low,Low,False,12
Brian Davis,31,Low,Medium,True,26
Jesus Hinton,89,High,Medium,False,39
Joshua Mann,77,Low,Medium,True,55
Christopher Pearson,8,Low,Medium,True,11
Amanda Glass,41,High,High,False,12
Molly Owens,81,Medium,Medium,True,46
Nicholas Estes,78,Medium,Medium,False,90
Garrett Roberts MD,73,Medium,High,True,90
Amy Hahn,90,Low,Medium,True,2
Ashley Oneal,72,Medium,Medium,True,59
Robert Dean,15,Low,High,True,51
Savannah Welch,47,Low,High,False,7
Brian Martinez,72,Low,Low,False,90
Sara Martinez,72,High,Low,False,82
Gordon Humphrey,3,High,Low,True,21
Connor Stevens,23,Low,High,False,33
Anthony Fisher,41,Medium,Medium,False,20
Brandon Willis Jr.,36,Medium,Low,False,99
Lisa Gonzalez,49,Medium,Medium,False,14
Danielle Jennings,12,Low,Low,True,90
Stephanie Watts,64,High,Medium,False,99
Christine Carlson,97,Low,Low,True,88
Brooke Howell,92,High,High,True,59
Michelle King,55,Medium,High,False,48
Tiffany Shaw,13,High,Medium,True,59
Denise Hester,6,Medium,High,False,90
Stephanie Martin,60,High,Medium,False,13
Nathan Mills,90,Medium,Medium,False,10
Robert Paul,18,Low,Medium,False,29
Helen Boyd,89,Low,High,False,86
Megan Boyle,19,Low,High,True,26
Amanda Alexander,1,Low,Medium,False,94
Stephen Morris,70,High,Low,False,84
Lonnie Shepard,42,Low,High,False,94
Jason Mason,40,High,High,False,27
Joseph Sellers,96,Medium,Low,False,25
Andre Parker,83,High,Medium,False,62
Christina Mathis,94,Low,Low,False,84
Craig Burgess,54,Low,High,False,98
Lisa Gardner,66,Medium,Medium,True,28
Walter Summers MD,32,Low,Low,False,88
Jennifer Vaughn,82,High,Medium,False,43
Sarah Jensen,96,Low,Medium,True,94
Alexander Jordan,73,Medium,High,False,75
Kiara Peterson,27,Low,High,False,62
William Martinez,81,Medium,High,False,1
Brandon Stout,25,Medium,Medium,False,95
William Mueller,77,Medium,High,True,39
Brett Hampton,48,Medium,Low,True,33
Felicia Johnson,22,High,Medium,True,2
Daniel Knight,68,Low,Medium,True,78
Randy Townsend,82,High,High,False,14
James Lee,82,Medium,Low,True,42
Patricia Jones,81,Medium,Low,True,17
Jordan Gonzales,15,Medium,High,False,15
Chad Malone,43,Low,High,True,8
Aaron Cabrera,0,Medium,Medium,False,82
Kelsey Jones,13,Low,Low,False,48
Caleb Cherry,52,High,Medium,True,33
